"000004","1","1","34","4","09022018","09082020","","1";
"000004","2","1","35","4","11022018","09082020","","1";
"000010","1","1","13","4","31122019","","","1";
"000010","1","2","13","4","22122019","","","1";
"000010","1","3","13","4","29122019","","","1";
"000010","1","4","13","4","24122019","","","1";
"000010","2","1","14","4","24122019","25122019","","1";
"000010","2","2","14","4","31122019","01012020","","1";
"000010","3","1","15","1","14082020","","","1";
"000010","4","1","15","1","14082020","","","1";
"000010","6","1","12","4","02012020","","","1";
"000010","6","2","12","4","26122019","","","1";
"000010","7","1","11","4","23122019","","","1";
"000010","7","2","11","4","30122019","","","1";
"000014","1","1","10","4","23102017","04102020","","1";
"000014","2","1","10","4","23102017","04102020","","1";
"000017","1","1","10","4","21012020","01062020","","1";
"000017","2","1","10","4","21012020","01062020","","1";
"000017","3","1","10","4","21012020","01062020","","1";
"000017","4","1","10","4","21012020","01062020","","1";
"000022","3","1","T","","","","Pouze na objedn·nÌ","1";
"000022","4","1","T","","","","Pouze na objedn·nÌ","1";
"000036","1","1","49","1","15052020","31102020","","1";
"000036","2","1","49","1","15052020","31102020","","1";
"000036","3","1","49","1","15052020","31102020","","1";
"000036","4","1","49","1","15052020","31102020","","1";
"000036","5","1","49","1","15052020","31102020","","1";
"000036","6","1","49","1","15052020","31102020","","1";
"000036","7","1","49","1","15052020","31102020","","1";
"000036","8","1","49","1","15052020","31102020","","1";
"000036","9","1","49","1","15052020","31102020","","1";
"000036","10","1","49","1","15052020","31102020","","1";
"000036","11","1","49","1","15052020","31102020","","1";
"000036","12","1","49","1","15052020","31102020","","1";
"000036","13","1","49","1","15052020","31102020","","1";
"000036","14","1","49","1","15052020","31102020","","1";
"000036","15","1","50","1","21122019","01032020","","1";
"000036","16","1","50","1","21122019","01032020","","1";
"000036","18","1","50","1","21122019","01032020","","1";
"000036","50","1","74","1","02032020","08032020","","1";
"000036","50","2","74","1","01052020","14052020","","1";
"000036","51","1","74","1","02032020","08032020","","1";
"000036","51","2","74","1","01052020","14052020","","1";
"000036","52","1","74","1","02032020","08032020","","1";
"000036","52","2","74","1","01052020","14052020","","1";
"000036","53","1","74","1","02032020","08032020","","1";
"000036","53","2","74","1","01052020","14052020","","1";
"000036","54","1","74","1","02032020","08032020","","1";
"000036","54","2","74","1","01052020","14052020","","1";
"000036","55","1","74","1","02032020","08032020","","1";
"000036","55","2","74","1","01052020","14052020","","1";
"000036","56","1","74","1","02032020","08032020","","1";
"000036","56","2","74","1","01052020","14052020","","1";
"000036","57","1","74","1","02032020","08032020","","1";
"000036","57","2","74","1","01052020","14052020","","1";
"000036","58","1","74","1","02032020","08032020","","1";
"000036","58","2","74","1","01052020","14052020","","1";
"000036","59","1","74","1","02032020","08032020","","1";
"000036","59","2","74","1","01052020","14052020","","1";
"000036","60","1","74","1","02032020","08032020","","1";
"000036","60","2","74","1","01052020","14052020","","1";
"000036","61","1","74","1","02032020","08032020","","1";
"000036","61","2","74","1","01052020","14052020","","1";
"000036","62","1","74","1","02032020","08032020","","1";
"000036","62","2","74","1","01052020","14052020","","1";
"000036","65","1","74","1","02032020","08032020","","1";
"000036","65","2","74","1","01052020","14052020","","1";
"000036","106","1","50","1","21122019","01032020","","1";
"000036","109","1","50","1","21122019","01032020","","1";
"000036","113","1","50","1","21122019","01032020","","1";
"000037","1","321","32","2","24122019","","","1";
"000037","1","322","32","2","31122019","","","1";
"000037","1","323","32","2","05012020","","","1";
"000037","1","324","32","2","07042020","","","1";
"000037","1","325","32","2","14042020","","","1";
"000037","1","326","32","2","15042020","","","1";
"000037","1","327","32","4","28122019","","","1";
"000037","1","328","32","4","30122019","","","1";
"000037","1","329","32","4","06012020","","","1";
"000037","1","330","32","4","13042020","","","1";
"000037","2","371","37","2","24122019","","","1";
"000037","2","372","37","2","31122019","","","1";
"000037","2","373","37","2","07042020","","","1";
"000037","2","374","37","2","14042020","","","1";
"000037","2","375","37","2","15042020","","","1";
"000037","2","376","37","4","30122019","","","1";
"000037","2","377","37","4","06012020","","","1";
"000037","2","378","37","4","13042020","","","1";
"000037","3","331","33","2","25122019","","","1";
"000037","3","332","33","2","26122019","","","1";
"000037","3","333","33","2","27122019","","","1";
"000037","3","334","33","2","28122019","","","1";
"000037","3","335","33","2","29122019","","","1";
"000037","3","336","33","2","30122019","","","1";
"000037","3","337","33","4","24122019","","","1";
"000037","3","338","33","4","31122019","","","1";
"000037","3","339","33","4","01012020","","","1";
"000037","3","340","33","4","07042020","","","1";
"000037","3","341","33","4","14042020","","","1";
"000037","3","342","33","4","15042020","","","1";
"000037","4","381","38","2","05012020","","","1";
"000037","4","382","38","4","28122019","","","1";
"000037","5","341","34","2","01012020","","","1";
"000037","5","342","34","2","06012020","","","1";
"000037","5","343","34","2","13042020","","","1";
"000037","5","344","34","4","29122019","","","1";
"000037","5","345","34","4","05012020","","","1";
"000037","6","391","39","4","24122019","01012020","","1";
"000037","6","392","39","4","07042020","15042020","","1";
"000037","7","351","35","2","24122019","","","1";
"000037","7","352","35","2","31122019","","","1";
"000037","7","353","35","2","01012020","","","1";
"000037","7","354","35","2","06012020","","","1";
"000037","7","355","35","2","07042020","","","1";
"000037","7","356","35","2","14042020","","","1";
"000037","7","357","35","2","15042020","","","1";
"000037","7","358","35","4","28122019","","","1";
"000037","7","359","35","4","29122019","","","1";
"000037","7","360","35","4","30122019","","","1";
"000037","8","401","40","2","25122019","","","1";
