"805008","1","1","14","","","","","","","","","","1";
"805008","2","1","14","","","","","","","","","","1";
"805008","3","1","14","","","","","","","","","","1";
"805008","4","1","14","","","","","","","","","","1";
"805008","5","1","14","","","","","","","","","","1";
"805008","6","1","14","","","","","","","","","","1";
"805008","7","1","14","","","","","","","","","","1";
"805008","8","1","14","","","","","","","","","","1";
"805008","9","1","14","","","","","","","","","","1";
"805008","10","1","14","","","","","","","","","","1";
"805008","11","1","14","","","","","","","","","","1";
"805008","12","1","14","","","","","","","","","","1";
"805008","13","1","14","","","","","","","","","","1";
"805008","14","1","14","","","","","","","","","","1";
"805008","15","1","14","","","","","","","","","","1";
"805008","16","1","14","","","","","","","","","","1";
"805008","17","1","14","","","","","","","","","","1";
"805008","18","1","14","","","","","","","","","","1";
"805008","19","1","14","","","","","","","","","","1";
"805008","20","1","14","","","","","","","","","","1";
"805008","21","1","14","","","","","","","","","","1";
"805008","22","1","14","","","","","","","","","","1";
"805008","23","1","14","","","","","","","","","","1";
"805008","24","1","14","","","","","","","","","","1";
"805008","25","1","14","","","","","","","","","","1";
"805008","26","1","14","","","","","","","","","","1";
"805008","27","1","14","","","","","","","","","","1";
"805008","28","1","14","","","","","","","","","","1";
"805008","29","1","14","","","","","","","","","","1";
"805008","30","1","14","","","","","","","","","","1";
"805008","221","8","2","14","","","","","","","","","1";
"805008","222","8","2","14","","","","","","","","","1";
"805008","223","8","2","14","","","","","","","","","1";
"805008","224","8","2","14","","","","","","","","","1";
"805008","225","8","2","14","","","","","","","","","1";
"805008","226","8","2","14","","","","","","","","","1";
"805008","227","8","2","14","","","","","","","","","1";
"805008","228","8","2","14","","","","","","","","","1";
"805008","229","8","2","14","","","","","","","","","1";
"805008","230","8","2","14","","","","","","","","","1";
"805008","231","8","2","14","","","","","","","","","1";
"805008","232","8","2","14","","","","","","","","","1";
"805008","233","8","2","14","","","","","","","","","1";
"805008","234","8","2","14","","","","","","","","","1";
