"805008","1","4","11","","","","","","0","","0612","","","1";
"805008","1","5","5","","","","","","1","","0613","","","1";
"805008","1","6","6","","","","","","1","","0614","","","1";
"805008","1","7","5","","","","","","","<","<","<","<","1";
"805008","1","8","11","","","","","","","<","<","<","<","1";
"805008","1","9","9","","","","","","2","","0616","","","1";
"805008","1","10","12","","","","","","2","","0617","","","1";
"805008","1","11","8","","","","","","3","","0618","","","1";
"805008","1","12","1","","","","","","4","","0625","","","1";
"805008","1","13","7","","","","","","","<","<","<","<","1";
"805008","1","14","18","","","","","","5","","0628","","","1";
"805008","1","15","15","","","","","","5","","0629","","","1";
"805008","1","16","2","","","","","","6","","0630","","","1";
"805008","1","17","16","","","","","","7","","0632","","","1";
"805008","1","18","3","","","","","","7","","0634","","","1";
"805008","1","19","13","","","","","","7","","0636","","","1";
"805008","1","20","4","","","","","","","<","<","<","<","1";
"805008","1","21","14","","","","","","8","0638","","","","1";
"805008","2","1","17","","","","","","10","0704","","","","1";
"805008","2","2","10","","","","","","9","","0702","","","1";
"805008","2","3","9","","","","","","9","","0701","","","1";
"805008","2","4","11","","","","","","","<","<","<","<","1";
"805008","2","5","5","","","","","","","<","<","<","<","1";
"805008","2","6","6","","","","","","8","","0659","","","1";
"805008","2","7","5","","","","","","8","","0658","","","1";
"805008","2","8","11","","","","","","7","","0657","","","1";
"805008","2","9","9","","","","","","6","","0656","","","1";
"805008","2","10","12","","","","","","6","","0655","","","1";
"805008","2","11","8","","","","","","5","","0654","","","1";
"805008","2","12","1","","","","","","4","","0650","","","1";
"805008","2","13","7","","","","","","","<","<","<","<","1";
"805008","2","14","18","","","","","","3","|","|","|","|","1";
"805008","2","15","15","","","","","","2","","0645","","","1";
"805008","2","16","2","","","","","","2","","0644","","","1";
"805008","2","17","16","","","","","","1","","0642","","","1";
"805008","2","18","3","","","","","","1","","0641","","","1";
"805008","2","19","13","","","","","","","<","<","<","<","1";
"805008","2","20","4","","","","","","1","","0640","","","1";
"805008","2","21","14","","","","","","0","","0638","","","1";
"805008","3","1","17","","","","","","0","","0709","","","1";
"805008","3","2","10","","","","","","1","","0710","","","1";
"805008","3","3","9","","","","","","1","|","|","|","|","1";
"805008","3","4","11","","","","","","1","","0712","","","1";
"805008","3","5","5","","","","","","2","","0713","","","1";
"805008","3","6","6","","","","","","2","","0714","","","1";
"805008","3","7","5","","","","","","","<","<","<","<","1";
"805008","3","8","11","","","","","","","<","<","<","<","1";
"805008","3","9","9","","","","","","3","","0716","","","1";
"805008","3","10","12","","","","","","3","","0717","","","1";
"805008","3","11","8","","","","","","4","|","|","|","|","1";
"805008","3","12","1","","","","","","5","","0725","","","1";
"805008","3","13","7","","","","","","","<","<","<","<","1";
"805008","3","14","18","","","","","","6","","0728","","","1";
"805008","3","15","15","","","","","","6","","0729","","","1";
"805008","3","16","2","","","","","","7","","0730","","","1";
"805008","3","17","16","","","","","","8","","0732","","","1";
"805008","3","18","3","","","","","","8","","0734","","","1";
"805008","3","19","13","","","","","","8","","0736","","","1";
"805008","3","20","4","","","","","","","<","<","<","<","1";
"805008","3","21","14","","","","","","9","0738","","","","1";
"805008","4","1","17","","","","","","10","0804","","","","1";
"805008","4","2","10","","","","","","9","","0802","","","1";
"805008","4","3","9","","","","","","9","","0801","","","1";
"805008","4","4","11","","","","","","","<","<","<","<","1";
"805008","4","5","5","","","","","","","<","<","<","<","1";
"805008","4","6","6","","","","","","8","","0759","","","1";
"805008","4","7","5","","","","","","8","","0758","","","1";
"805008","4","8","11","","","","","","7","","0757","","","1";
"805008","4","9","9","","","","","","6","","0756","","","1";
"805008","4","10","12","","","","","","6","","0755","","","1";
"805008","4","11","8","","","","","","5","","0754","","","1";
"805008","4","12","1","","","","","","4","","0750","","","1";
"805008","4","13","7","","","","","","","<","<","<","<","1";
"805008","4","14","18","","","","","","3","|","|","|","|","1";
"805008","4","15","15","","","","","","2","","0745","","","1";
"805008","4","16","2","","","","","","2","","0744","","","1";
"805008","4","17","16","","","","","","1","","0742","","","1";
"805008","4","18","3","","","","","","1","","0741","","","1";
"805008","4","19","13","","","","","","","<","<","<","<","1";
"805008","4","20","4","","","","","","1","","0740","","","1";
"805008","4","21","14","","","","","","0","","0738","","","1";
"805008","5","1","17","","","","","","0","","0809","","","1";
"805008","5","2","10","","","","","","1","","0810","","","1";
"805008","5","3","9","","","","","","1","|","|","|","|","1";
"805008","5","4","11","","","","","","1","","0812","","","1";
"805008","5","5","5","","","","","","2","","0813","","","1";
