"000331","8","00000000","","","","","","","","","01012020","12032024","41","1";
"000343","0","00000000","","","","","","","","","","","31","1";
"000343","0","00000000","","","","","","","","","","","38","1";
"000358","0","00000000","","","","","","","","","","","9","1";
"000358","0","00000000","","","","","","","","","","","23","1";
"000372","3","00000000","","","","","","","","","","","20","1";
"000372","4","00000000","","","","","","","","","","","20","1";
"000372","5","00000000","","","","","","","","","","","26","1";
"000372","6","00000000","","","","","","","","","","","26","1";
"000376","3","00000000","","","","","","","","","","","20","1";
"000376","4","00000000","","","","","","","","","","","20","1";
"000376","5","00000000","","","","","","","","","","","19","1";
"000376","6","00000000","","","","","","","","","","","19","1";
"000380","2","00000000","","","","","","","","","","","21","1";
"000380","3","00000000","","","","","","","","","","","17","1";
"000380","7","00000000","","","","","","","","","","","21","1";
"000380","8","00000000","","","","","","","","","","","17","1";
"000380","10","00000000","","","","","","","","","","","17","1";
"000380","11","00000000","","","","","","","","","","","17","1";
"000380","13","00000000","","","","","","","","","","","17","1";
"000380","14","00000000","","","","","","","","","","","17","1";
"000447","0","00000000","","","","","","","","","","","42","1";
"000466","0","00000000","","","","","","","","","","","13","1";
"000466","0","00000000","","","","","","","","","","","33","1";
"000473","9","00000000","","","","","","","","","01012020","22102023","41","1";
"000473","10","00000000","","","","","","","","","01012020","22102023","41","1";
"000473","11","00085101","","","","","","","","","01012020","22102023","1","1";
"000473","12","00085101","","","","","","","","","01012020","22102023","1","1";
"000475","0","00000000","","","","","","","","","","","7","1";
"000475","0","00000000","","","","","","","","","","","6","1";
"000476","3","00000000","","","","","","","","","01012020","05032022","41","1";
"000476","4","00000000","","","","","","","","","01012020","05032022","41","1";
"000476","7","00085101","","","","","","","","","01012020","05032022","1","1";
"000476","8","00085101","","","","","","","","","01012020","05032022","1","1";
"000482","3","00000000","","","","","","","","","15022020","08042022","41","1";
"000482","4","00000000","","","","","","","","","15022020","08042022","41","1";
"000482","7","00085101","","","","","","","","","15022020","08042022","1","1";
"000482","8","00085101","","","","","","","","","15022020","08042022","1","1";
"000486","1","25762427","","","","","","","","","15022020","04092022","1","1";
"000486","2","25762427","","","","","","","","","15022020","04092022","1","1";
"000489","1","08368911","","","","","","","","","01102019","17072022","1","1";
"000489","2","08368911","","","","","","","","","01102019","17072022","1","1";
"000489","5","00000000","","","","","","","","","01102019","17072022","37","1";
"000489","6","00000000","","","","","","","","","01102019","17072022","37","1";
"000503","3","00000000","","","","","","","","","","","34","1";
"000503","4","00000000","","","","","","","","","","","34","1";
"300031","16","25620886","","","","","","","","","15122019","12122020","2","1";
"300031","33","25620886","","","","","","","","","15122019","12122020","2","1";
"320006","6","26060451","","","","","","","","","15122019","12122020","2","1";
"320006","7","26060451","","","","","","","","","15122019","12122020","2","1";
"400180","23","48362611","","","","","","","","","15122019","13062020","2","1";
"400180","24","48362611","","","","","","","","","15122019","13062020","2","1";
"400200","5","48362611","","","","","","","","","15122019","13062020","2","1";
"400200","12","48362611","","","","","","","","","15122019","13062020","2","1";
"400321","82","48362611","","","","","","","","","01032020","12122020","4","1";
"400321","83","48362611","","","","","","","","","01032020","12122020","4","1";
"400321","84","48362611","","","","","","","","","01032020","12122020","4","1";
"400321","85","48362611","","","","","","","","","01032020","12122020","4","1";
"400321","86","48362611","","","","","","","","","01032020","12122020","4","1";
"400321","87","48362611","","","","","","","","","01032020","12122020","4","1";
"400360","31","48362611","","","","","","","","","01032020","13062020","2","1";
"400360","33","48362611","","","","","","","","","01032020","13062020","2","1";
"400360","34","48362611","","","","","","","","","01032020","13062020","2","1";
"400360","37","48362611","","","","","","","","","01032020","13062020","2","1";
"400360","38","48362611","","","","","","","","","01032020","13062020","2","1";
"431300","2","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","7","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","8","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","13","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","20","48362611","","","","","","","","","17022020","13062020","1","1";
"431300","27","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","28","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","30","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","31","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","32","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","33","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","36","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","40","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","42","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","57","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","59","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","66","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","153","48362611","","","","","","","","","17022020","13062020","4","1";
"431300","168","48362611","","","","","","","","","17022020","13062020","4","1";
"432070","8","48362611","","","","","","","","","15122019","13062020","4","1";
"432101","1","48362611","","","","","","","","","15122019","13062020","4","1";
"440020","1","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","4","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","10","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","11","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","12","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","21","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","25","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","26","48362611","","","","","","","","","15122019","13062020","3","1";
"440020","32","48362611","","","","","","","","","15122019","13062020","3","1";
"440070","9","48362611","","","","","","","","","03022020","13062020","4","1";
"440070","16","48362611","","","","","","","","","03022020","13062020","4","1";
"440070","36","48362611","","","","","","","","","03022020","13062020","4","1";
"440080","9","48362611","","","","","","","","","15122019","13062020","2","1";
"440080","14","48362611","","","","","","","","","15122019","13062020","2","1";
"440080","9","48362611","","","","","","","","","15122019","13062020","2","2";
"440080","14","48362611","","","","","","","","","15122019","13062020","2","2";
"440666","3","48362611","","","","","","","","","15122019","13062020","4","1";
"440666","4","48362611","","","","","","","","","15122019","13062020","4","1";
"445101","33","48362611","","","","","","","","","15122019","12122020","3","1";
"445101","38","48362611","","","","","","","","","15122019","12122020","3","1";
"450607","9","48362611","","","","","","","","","01032020","13062020","2","1";
"450607","20","48362611","","","","","","","","","01032020","13062020","2","1";
"450607","71","48362611","","","","","","","","","01032020","13062020","2","1";
"450607","72","48362611","","","","","","","","","01032020","13062020","2","1";
"450607","73","48362611","","","","","","","","","01032020","13062020","2","1";
"450614","4","48362611","","","","","","","","","15122019","13062020","4","1";
"450614","9","48362611","","","","","","","","","15122019","13062020","4","1";
"460030","3","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","8","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","9","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","14","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","18","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","21","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","24","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","26","48362611","","","","","","","","","03022020","13062020","4","1";
"460030","40","48362611","","","","","","","","","03022020","13062020","4","1";
"460050","17","48362611","","","","","","","","","01032020","13062020","3","1";
"460050","26","48362611","","","","","","","","","01032020","13062020","3","1";
"460101","13","48362611","","","","","","","","","15122019","13062020","5","1";
"460101","14","48362611","","","","","","","","","15122019","13062020","5","1";
"460101","16","48362611","","","","","","","","","15122019","13062020","5","1";
"460101","17","48362611","","","","","","","","","15122019","13062020","5","1";
"460101","18","48362611","","","","","","","","","15122019","13062020","5","1";
"460101","13","48362611","","","","","","","","","15122019","13062020","5","2";
"460101","14","48362611","","","","","","","","","15122019","13062020","5","2";
"460101","16","48362611","","","","","","","","","15122019","13062020","5","2";
"460101","17","48362611","","","","","","","","","15122019","13062020","5","2";
"460101","18","48362611","","","","","","","","","15122019","13062020","5","2";
"460110","39","48362611","","","","","","","","","01032020","13062020","5","1";
"460127","3","48362611","","","","","","","","","15122019","13062020","5","1";
"460127","4","48362611","","","","","","","","","15122019","13062020","5","1";
"460127","9","48362611","","","","","","","","","15122019","13062020","5","1";
"460127","10","48362611","","","","","","","","","15122019","13062020","5","1";
"460140","28","48362611","","","","","","","","","17022020","13062020","3","1";
"460140","55","48362611","","","","","","","","","17022020","13062020","3","1";
"460240","22","48362611","","","","","","","","","15122019","13062020","3","1";
"460240","29","48362611","","","","","","","","","15122019","13062020","3","1";
"460780","4","48362611","","","","","","","","","15122019","13062020","3","1";
"460780","11","48362611","","","","","","","","","15122019","13062020","3","1";
"460780","12","48362611","","","","","","","","","15122019","13062020","3","1";
"460780","13","48362611","","","","","","","","","15122019","13062020","3","1";
"460790","15","48362611","","","","","","","","","15122019","13062020","5","1";
"460790","20","48362611","","","","","","","","","15122019","13062020","5","1";
"460790","21","48362611","","","","","","","","","15122019","13062020","5","1";
"460790","24","48362611","","","","","","","","","15122019","13062020","5","1";
"460790","26","48362611","","","","","","","","","15122019","13062020","5","1";
"460800","13","48362611","","","","","","","","","15122019","13062020","4","1";
"460800","74","48362611","","","","","","","","","15122019","13062020","4","1";
"470230","10","48362611","","","","","","","","","15122019","13062020","4","1";
"470230","15","48362611","","","","","","","","","15122019","13062020","4","1";
"470240","24","48362611","","","","","","","","","15122019","13062020","4","1";
